"state","city","neighbourhood","lat","lng"
"Arauca","Arauca","1 DE ENERO",7.07347495,-70.75734745
"Cundinamarca","Bogotá D.C.","1 DE MAYO",4.6041377,-74.1238941
"Valle del Cauca","Cali","1 DE MAYO",3.4061828,-76.5336495
"La Guajira","Maicao","1 DE MAYO",11.3784139,-72.2405982
"Atlántico","Otros","1 DE MAYO",4.64693325,-74.1203506
"Magdalena","Santa Marta","1 DE MAYO",11.22315915,-74.20150495
"Norte de Santander","Villa del Rosario","1 DE MAYO",7.8313713,-72.47142575
"Atlántico","Barranquilla","1 MAYO",10.9419008,-74.7644289
"Valle del Cauca","Cali","1 MAYO",3.4061828,-76.5336495
"Norte de Santander","Cúcuta","1 MAYO",7.9023231,-72.4717285
"Magdalena","Santa Marta","1 MAYO",11.22315915,-74.20150495
"Atlántico","Barranquilla","11 DE NOVIEMBRE",10.9971739,-74.7975776
"Bolivar","Cartagena","11 DE NOVIEMBRE",10.4128333,-75.4941839
"Magdalena","Santa Marta","11 DE NOVIEMBRE",11.22524205,-74.1539175
"Atlántico","Barranquilla","11 NOVIEMBRE",10.9971739,-74.7975776
"Magdalena","Santa Marta","11 NOVIEMBRE",11.2255833,-74.15365115
"Arauca","Arauca","12 DE OCTUBRE",7.078487,-70.7562041
"Santander","Bucaramanga","12 DE OCTUBRE",7.11622445,-73.11310895
"Valle del Cauca","Cali","12 DE OCTUBRE",3.4282083,-76.5051038
"Norte de Santander","Cúcuta","12 DE OCTUBRE",7.86317795,-72.5013613
"Nariño","Nariño","12 DE OCTUBRE",1.1950675,-77.2695775
"Arauca","Arauca","12OCTUBRE",7.0753549,-70.7723678
"Bolivar","Cartagena","13 DE JUNIO",10.4035761,-75.4861752
"Antioquia","Medellín","13 DE NOVIEMBRE",6.2445082,-75.5429546
"La Guajira","Riohacha","15 DE MAYO",11.5402304,-72.9139337
"Norte de Santander","Cúcuta","16 DE JULIO",7.88960025,-72.5036149
"Magdalena","Santa Marta","17 DE DICIEMBRE",11.2463435,-74.1806927
"Magdalena","Santa Marta","17 DICIEMBRE",11.2463435,-74.1806927
"Magdalena","Santa Marta","18 DE ENERO",11.24099395,-74.20834405
"Bolivar","Cartagena","2 DE OCTUBRE",10.4033683,-75.4968799
"Bolivar","Cartagena","20 DE ENERO",10.3940567,-75.47371915
"Arauca","Arauca","20 DE JULIO",7.08475555,-70.7577711
"Atlántico","Barranquilla","20 DE JULIO",10.9307896,-74.8295118
"Cundinamarca","Bogotá D.C.","20 DE JULIO",4.56946535,-74.09555525
"Valle del Cauca","Cali","20 DE JULIO",3.4350845,-76.5130539
"Bolivar","Cartagena","20 DE JULIO",10.4365079,-75.5182073
"Norte de Santander","Cúcuta","20 DE JULIO",7.883933,-72.49962195
"La Guajira","Maicao","20 DE JULIO",11.36863,-72.23193095
"Antioquia","Medellín","20 DE JULIO",6.2518578,-75.6215362
"Nariño","Nariño","20 DE JULIO",1.2076077,-77.32292435
"Magdalena","Santa Marta","20 DE JULIO",11.2519289,-74.1981218
"Norte de Santander","Villa del Rosario","20 DE JULIO",7.8442949,-72.4728788
"Magdalena","Santa Marta","20 DE OCTUBRE",11.2297744,-74.1433495
"Arauca","Arauca","20 DEJULIO",7.08444195,-70.7577341
"Valle del Cauca","Cali","20 JULIO",3.4350845,-76.5130539
"Norte de Santander","Cúcuta","20 JULIO",7.9086647,-72.5277848
"Nariño","Nariño","20 JULIO",1.2098439,-77.2773051
"Norte de Santander","Villa del Rosario","20 JULIO",7.8438511,-72.47235825
"Cundinamarca","Bogotá D.C.","20DEJULIO",4.5696565,-74.0939566
"Norte de Santander","Villa del Rosario","20DEJULIO",7.83492005,-72.4706709
"La Guajira","Maicao","23 CON PRIMERA",11.3773569,-72.2490874
"Arauca","Arauca","25 DE NOVIEMBRE",4.6473263,-74.0957874
"Norte de Santander","Cúcuta","28 DE FEBRERO",7.8901484,-72.5199478
"Nariño","Nariño","3 CRUCES",0.883606,-77.4974604
"Cundinamarca","Bogotá D.C.","3 ESQUINAS",4.66833,-73.92357
"Cundinamarca","Soacha","3 ESQUINAS",4.57476415,-74.21974655
"Cundinamarca","Bogotá D.C.","3 REYES",4.5877822,-74.1816112
"Nariño","Nariño","4 ESQUINAS",1.11176,-77.43904
"La Guajira","Maicao","4 VÍAS",11.3800543,-72.2737584
"La Guajira","Riohacha","4 VÍAS",11.5378159,-72.9167754
"Bolivar","Cartagena","4 VIENTOS",10.40653585,-75.50197315
"Norte de Santander","Cúcuta","5 DE JULIO",7.8894961,-72.50333335
"Antioquia","Medellín","5 ESTRELLAS",6.20802075,-75.5720856
"Cundinamarca","Soacha","56 SUR",4.61931885,-74.18073225
"Norte de Santander","Cúcuta","6 DE REYES",7.891119,-72.5009274
"Atlántico","Barranquilla","7 ABRIL",10.92757445,-74.8142962
"La Guajira","Riohacha","7 AGOSTO",11.53557095,-72.90203215
"Magdalena","Santa Marta","7 AGOSTO",11.2383553,-74.1994079
"Atlántico","Barranquilla","7 DE ABRIL 3",10.92863115,-74.81623635
"Atlántico","Barranquilla","7 DE ABRIL 7",10.9281039,-74.8170822
"Atlántico","Barranquilla","7 DE ABRIL",10.9281039,-74.8170822
"Magdalena","Santa Marta","7 DE ABRIL",11.2414784,-74.21136675
"Atlántico","Barranquilla","7 DE ABRIRL",10.92822765,-74.81434335
"Arauca","Arauca","7 DE AGOSTO",7.0871407,-70.7611682
"Atlántico","Barranquilla","7 DE AGOSTO",10.9610539,-74.8309741
"Cundinamarca","Bogotá D.C.","7 DE AGOSTO",4.65790705,-74.0715602
"Valle del Cauca","Cali","7 DE AGOSTO",3.44780895,-76.48685875
"Bolivar","Cartagena","7 DE AGOSTO",10.4391102,-75.5152955
"Norte de Santander","Cúcuta","7 DE AGOSTO",7.8996468,-72.5257321
"Atlántico","Otros","7 DE AGOSTO",4.6567436,-74.0726567
"La Guajira","Riohacha","7 DE AGOSTO",11.5358741,-72.90178215
"Magdalena","Santa Marta","7 DE AGOSTO",11.23613005,-74.2031978
"Atlántico","Barranquilla","7 DEABRIL",10.9281039,-74.8170822
"Atlántico","Barranquilla","7ABRIL",10.9163194,-74.7989671
"Atlántico","Barranquilla","7DE ABRIL",10.92830565,-74.81434335
"Magdalena","Santa Marta","8 OCTUBRE",11.2297744,-74.1433495
"Atlántico","Barranquilla","ABAJO",10.9895996,-74.7849072
"La Guajira","Riohacha","ABAJO",4.6473263,-74.0957874
"Atlántico","Barranquilla","ABRIL",10.92647635,-74.81477685
"Santander","Bucaramanga","ACACIAS",7.1194271,-73.1238564
"Cundinamarca","Bogotá D.C.","ACAPULCO",4.68540235,-74.09493325
"Santander","Bucaramanga","ACAPULCO",7.0136351,-73.1341174
"Antioquia","Medellín","ACEVEDO",6.3004692,-75.558597
"Magdalena","Santa Marta","AEROMAR",11.1229024,-74.2254312
"Norte de Santander","Cúcuta","AEROPUERTO",7.9244207,-72.5083492
"La Guajira","Riohacha","AEROPUERTO",11.5285989,-72.9191716
"Santander","Bucaramanga","AFRICA",7.1134316,-73.1083831
"Santander","Bucaramanga","ÁFRICA",7.1134316,-73.1083831
"La Guajira","Maicao","AFRICA",4.6473263,-74.0957874
"La Guajira","Maicao","ÁFRICA",11.3800543,-72.2422465
"Antioquia","Medellín","AGIZAL",6.1928465,-75.60435425
"Antioquia","Medellín","AGONIA",6.2720603,-75.5637276
"Valle del Cauca","Cali","AGUA BLANCA",3.45108,-76.51542
"Norte de Santander","Santiago","AGUA DULCE",7.864145,-72.717692
"Antioquia","Medellín","AGUA FRIA",6.232033,-75.63573285
"Antioquia","Medellín","AGUA FRÍA",6.232033,-75.63573285
"La Guajira","Maicao","AGUA VIVA",4.6473263,-74.0583026
"Valle del Cauca","Cali","AGUACATAL",3.4575763,-76.5589379
"Norte de Santander","Cúcuta","AGUAS CALIENTES",7.8830681,-72.4738925
"Norte de Santander","Cúcuta","AGUAS CLARAS",8.23128635,-72.5031537
"Nariño","Nariño","AGUAS CLARAS",4.58842605,-74.1829804
"Antioquia","Medellín","AGUAS FRÍAS",6.2318999,-75.640594
"Antioquia","Medellín","AGUIZAL",6.1936917,-75.6056914
"Nariño","Nariño","AIRE LIBRE",1.2052413,-77.2771512
"Antioquia","Medellín","AJIZAL",6.1936917,-75.6056914
"Cundinamarca","Bogotá D.C.","ALAMEDA",4.6101999,-74.07210535
"Valle del Cauca","Cali","ALAMEDA",3.432644,-76.5358173
"Nariño","Nariño","ALAMEDA",4.5853403,-74.1018394
"Cundinamarca","Bogotá D.C.","ÁLAMO",4.6964472,-74.1183887
"Cundinamarca","Bogotá D.C.","ALAMOS NORTE",4.70373855,-74.11496065
"Cundinamarca","Bogotá D.C.","ALAMOS PARQUE",4.69439825,-74.1180087
"Cundinamarca","Bogotá D.C.","ÁLAMOS",4.69817565,-74.118551
"Santander","Bucaramanga","ALARCON",7.1345501,-73.1256986
"Santander","Bucaramanga","ALARES",7.0932891,-73.0909009
"Cundinamarca","Bogotá D.C.","ALASKA",4.530325,-74.112356
"Santander","Bucaramanga","ALBANIA",7.1296938,-73.1062695
"Antioquia","Medellín","ALBERGUE",6.21349125,-75.57290655
"Magdalena","Santa Marta","ALBORADA",11.2386336,-74.20386715
"Cundinamarca","Bogotá D.C.","ALBORIZADORA ALTA 2",4.5684226,-74.1622078
"Cundinamarca","Bogotá D.C.","ALBORIZADORA ALTA",4.5696253,-74.1594782
"Cundinamarca","Bogotá D.C.","ALBORIZADORA",4.5719339,-74.1555581
"Bolivar","Cartagena","ALBORNOZ",10.358812,-75.508744
"Nariño","Nariño","ALBUJARRA",1.61671,-77.15441
"Cundinamarca","Bogotá D.C.","ALCALA",4.7185626,-74.05231005
"Cundinamarca","Bogotá D.C.","ALCALÁ",4.7185626,-74.05192325
"Arauca","Arauca","ALCARAVAN",7.071929,-70.7744686
"Valle del Cauca","Cali","ALCÁZARES",3.4879836,-76.4917322
"Bolivar","Cartagena","ALCIBIA",10.4118188,-75.5167514
"Nariño","Nariño","ALFON LÓPEZ",1.9398,-78.40567
"Norte de Santander","Cúcuta","ALFONSO GÓMEZ",7.9129024,-72.5440403
"Cundinamarca","Bogotá D.C.","ALFONSO L",4.6386654,-74.07564615
"Valle del Cauca","Cali","ALFONSO L",3.45431045,-76.4915332
"Nariño","Nariño","ALFONSO L",1.2271201,-77.278945
"Cundinamarca","Bogotá D.C.","ALFONSO LOPEZ",4.5844052,-74.10336045
"Cundinamarca","Bogotá D.C.","ALFONSO LÓPEZ",4.56512555,-74.1033717
"Santander","Bucaramanga","ALFONSO LOPEZ",7.1173581,-73.1307858
"Santander","Bucaramanga","ALFONSO LÓPEZ",7.1158273,-73.131688
"Valle del Cauca","Cali","ALFONSO LOPEZ",3.4613704,-76.4808893
"Valle del Cauca","Cali","ALFONSO LÓPEZ",3.4613704,-76.4808893
"Norte de Santander","Cúcuta","ALFONSO LÓPEZ",7.876811,-72.5108695
"La Guajira","Maicao","ALFONSO LÓPEZ",11.388517,-72.2307917
"Antioquia","Medellín","ALFONSO LOPEZ",6.2868447,-75.5793401
"Antioquia","Medellín","ALFONSO LÓPEZ",6.2868447,-75.5793401
"Nariño","Nariño","ALFONSO LOPEZ",1.9398,-78.40567
"Nariño","Nariño","ALFONSO LÓPEZ",1.9398,-78.40567
"Magdalena","Santa Marta","ALFONSO LOPEZ",11.2456029,-74.189332
"Norte de Santander","Villa del Rosario","ALFONSO LOPEZ",7.876811,-72.5108695
"Norte de Santander","Villa del Rosario","ALFONSO LÓPEZ",7.876811,-72.5108695
"Nariño","Nariño","ALFONSO",1.22338155,-77.28687025
"Cundinamarca","Bogotá D.C.","ALFONSOLOPEZ",4.60467645,-74.1057602
"Valle del Cauca","Cali","ALFONZO BONILLA",3.4195784,-76.4835716
"Valle del Cauca","Cali","ALFONZO LOPEZ",3.4613704,-76.4808893
"Norte de Santander","Cúcuta","ALFONZO LÓPEZ",7.876811,-72.5108695
"Nariño","Nariño","ALFONZO LOPEZ",1.9398,-78.40567
"Nariño","Nariño","ALFONZO LÓPEZ",1.9398,-78.40567
"Arauca","Arauca","ALIRIO MARTÍNEZ",6.8047023,-71.761081
"Cundinamarca","Bogotá D.C.","ALISO",4.71746795,-74.06522215
"Cundinamarca","Bogotá D.C.","ALMEDROS",4.7534464,-74.0993924
"La Guajira","Riohacha","ALMEMDROZ",11.54285235,-72.9080423
"Atlántico","Barranquilla","ALMENDROS",10.9178517,-74.8178134
"Cundinamarca","Bogotá D.C.","ALMENDROS",4.7533925,-74.1000655
"Valle del Cauca","Cali","ALMENDROS",3.3437913,-76.5328546
"Norte de Santander","Cúcuta","ALMENDROS",7.8943523,-72.51160275
"La Guajira","Riohacha","ALMENDROS",11.5339426,-72.9175361
"La Guajira","Maicao","ALMIRANTE PADILLA",11.53111945,-72.9085174
"Magdalena","Santa Marta","ALPES A",11.2406817,-74.1490171
"Bolivar","Cartagena","ALPES",10.4007074,-75.4832629
"Magdalena","Santa Marta","ALPES",11.239563,-74.150647
"Antioquia","Medellín","ALPINOS",6.2361313,-75.5823082
"Cundinamarca","Bogotá D.C.","ALQUERIA",4.59791045,-74.1346383
"Cundinamarca","Bogotá D.C.","ALQUERÍA",4.59763545,-74.1348074
"Cundinamarca","Bogotá D.C.","ALTA BLANCA",4.73334665,-74.02848145
"Antioquia","Medellín","ALTA VISTA BELEN",6.22563445,-75.60623855
"Antioquia","Medellín","ALTA VISTA LOS CHIVOS",6.2241463,-75.6049567
"Antioquia","Medellín","ALTA VISTA",6.2225098,-75.6106246
"Nariño","Nariño","ALTAMIRA",1.65001,-77.39997
"Magdalena","Santa Marta","ALTARCITO",11.2286398,-74.1887161
"Antioquia","Medellín","ALTAVISTA",6.2225098,-75.6106246
"Cundinamarca","Soacha","ALTICO",4.5722072,-74.2230683
"Valle del Cauca","Cali","ALTO AGUACATA",3.455072,-76.555014
"Valle del Cauca","Cali","ALTO AGUACATAL",3.45770315,-76.5553831
"Bolivar","Cartagena","ALTO BOSQUE",10.391439,-75.5196631
"Nariño","Nariño","ALTO CHAPINERO",4.6333484,-74.0586614
"Valle del Cauca","Cali","ALTO DE AGUACATAL",3.45783,-76.555595
"Magdalena","Santa Marta","ALTO DELICIA",11.23783,-74.1749346
"Magdalena","Santa Marta","ALTO DELICIAS",11.228978,-74.1732136
"Valle del Cauca","Cali","ALTO GUACATAL",3.4575763,-76.555014
"Valle del Cauca","Cali","ALTO NAPOLES",3.3848888,-76.55932815
"La Guajira","Maicao","ALTO PARRANQUIAL",11.3787953,-72.24172455
"La Guajira","Maicao","ALTO PINO",11.44535,-72.53586
"La Guajira","Maicao","ALTO PRADO",11.37879015,-72.24147065
"Magdalena","Santa Marta","ALTO PRADO",11.2368581,-74.2128437
"Antioquia","Medellín","ALTO VIEJO",6.3326066,-75.56771095
"Valle del Cauca","Cali","ALTOS AGUACATAL",3.455072,-76.555014
"Santander","Bucaramanga","ALTOS ANDINA",7.1182593,-73.1082165
"Santander","Bucaramanga","ALTOS BELLA VISTA",7.0718568,-73.0943025
"Magdalena","Santa Marta","ALTOS DE AEROMAR",11.1223026,-74.2221539
"Valle del Cauca","Cali","ALTOS DE AGUACATAL",3.45696295,-76.5563634
"Valle del Cauca","Cali","ALTOS DE BAHIA CONCHA",11.2551726,-74.1644583
"Magdalena","Santa Marta","ALTOS DE BAHIA CONCHA",11.2551726,-74.1644583
"Magdalena","Santa Marta","ALTOS DE BAHÍA CONCHA",11.2551726,-74.1644583
"Magdalena","Santa Marta","ALTOS DE BAHIA",11.2551726,-74.1644583
"Norte de Santander","Villa del Rosario","ALTOS DE BUENA VISTA",7.8122551,-72.4755923
"Cundinamarca","Soacha","ALTOS DE CAZUCA",4.5816188,-74.1845465
"Nariño","Nariño","ALTOS DE CHAPINERO",4.6333484,-74.0803855
"Magdalena","Santa Marta","ALTOS DE DELICIA",11.228978,-74.1732136
"Cundinamarca","Soacha","ALTOS DE FLORIDA",4.562709,-74.2169981
"Antioquia","Medellín","ALTOS DE HORIZONTE",6.25614715,-75.58940425
"Antioquia","Medellín","ALTOS DE LA CRUZ",6.2665599,-75.536619
"Cundinamarca","Soacha","ALTOS DE LA FLORIDA",4.559389,-74.21596
"Antioquia","Medellín","ALTOS DE LA VIRGEN",6.3245864,-75.4579574
"Magdalena","Santa Marta","ALTOS DE MENGA COLINA",3.4909106,-76.5269321
"Valle del Cauca","Cali","ALTOS DE MENGA",3.48815145,-76.52799745
"Valle del Cauca","Cali","ALTOS DE MINGA",4.6001513,-74.0686349
"Valle del Cauca","Cali","ALTOS DE NÁPOLES",3.3848,-76.55726
"Valle del Cauca","Cali","ALTOS DE NORMANDÍA",3.4572704,-76.5427953
"Antioquia","Medellín","ALTOS DE ORIENTE",6.29794785,-75.5272645
"La Guajira","Maicao","ALTOS DE PARRANTIAL I",11.3702748,-72.2691083
"La Guajira","Maicao","ALTOS DE PARRANTIAL",11.3702748,-72.2691083
"Magdalena","Santa Marta","ALTOS DE PRADITO",11.2446666,-74.1982372
"Valle del Cauca","Cali","ALTOS DE SANTA ELENA",3.373435,-76.5569959
"Santander","Bucaramanga","ALTOS DE TRANSICIÓN",7.1527032,-73.1330356
"Magdalena","Santa Marta","ALTOS DE VILLA CONCHA",11.27613705,-74.1564024
"Magdalena","Santa Marta","ALTOS DE VILLA",11.2172315,-74.18454305
"Nariño","Nariño","ALTOS DEL CHAPALITO",1.185606,-77.2731053
"Magdalena","Santa Marta","ALTOS DEL PRADITO",4.680611,-74.0495821
"Norte de Santander","Villa del Rosario","ALTOS DEL ROSARIO",7.844213,-72.4700469
"La Guajira","Maicao","ALTOS DEL SIMON BOLIVAR",11.38324,-72.2132286
"Magdalena","Santa Marta","ALTOS DELICIA",11.228978,-74.1732136
"Magdalena","Santa Marta","ALTOS GARAGOA",11.2297035,-74.1751928
"Santander","Bucaramanga","ALTOS VIENTO 1",7.0894304,-73.1099062
"Antioquia","Medellín","ALTOS VIRGEN",6.3245864,-75.4579574
"Santander","Bucaramanga","ALVANIA",7.124911,-73.11800615
"Valle del Cauca","Cali","AMAIME",3.6136484,-76.2746724
"Nariño","Nariño","AMANECER",4.6083948,-74.1632529
"Bolivar","Cartagena","AMBERES",10.407649,-75.5152955
"Antioquia","Medellín","AMERICA",6.25002,-75.61667
"Antioquia","Medellín","AMÉRICA",6.25002,-75.61667
"Arauca","Arauca","AMERICAS",6.547306,-71.0022311
"Arauca","Arauca","AMÉRICAS",6.547306,-71.0022311
"Atlántico","Barranquilla","AMÉRICAS",11.0041072,-74.8069813
"Antioquia","Medellín","AMERICAS",6.2476376,-75.5658153
"Nariño","Nariño","AMERICAS",1.2897467,-77.3580033
"Nariño","Nariño","AMÉRICAS",1.2897467,-77.3580033
"Arauca","Arauca","AMPARO",6.980007,-70.860012
"Cundinamarca","Bogotá D.C.","AMPARO",4.66554,-74.106374
"Nariño","Nariño","AMPARO",1.2331556,-77.26204975
"Magdalena","Santa Marta","ANA CAROLINA",11.225837,-74.1950569
"Cundinamarca","Bogotá D.C.","ANDA LUCIA",4.6544024,-74.1372087
"Cundinamarca","Bogotá D.C.","ANDALUCIA",4.65320205,-74.1376591
"Cundinamarca","Bogotá D.C.","ANDALUCÍA",4.65349185,-74.1373062
"Antioquia","Medellín","ANDALUCIA",6.2989878,-75.5516879
"Magdalena","Santa Marta","ANDALUCIA",11.2155871,-74.1973329
"Nariño","Nariño","ANGANOI",1.2136171,-77.3000185
"Nariño","Nariño","ANGANOY",1.2142678,-77.3000185
"Valle del Cauca","Cali","ÁNGEL MARÍA CAMACHO",3.258712,-76.541419
"Valle del Cauca","Cali","ÁNGEL MARÍA",3.45160485,-76.52710855
"Nariño","Nariño","ANGELES",1.2133219,-77.2797982
"Nariño","Nariño","ÁNGELES",1.2139976,-77.27969705
"Arauca","Arauca","ANGOSTURAS",6.52931,-71.7860199
"Nariño","Nariño","ANIMAS",1.57735375,-76.87751835
"Norte de Santander","Villa del Rosario","ANTIGUA",7.83150885,-72.46333505
"Antioquia","Medellín","ANTIOQUIA",6.2486069,-75.5742467
"Nariño","Nariño","ANTONIA SANTO",4.6082277,-74.0879898
"Santander","Bucaramanga","ANTONIA SANTOS",7.12295,-73.1194703
"Norte de Santander","Villa del Rosario","ANTONIASANTOS",7.90334835,-72.5358709
"Santander","Bucaramanga","ANTONIO GALAN",7.1065572,-73.10596955
"Bolivar","Cartagena","ANTONIO GALÁN",10.39979785,-75.4971096
"Nariño","Nariño","ANTONIO GALAN",1.1937464,-77.2881987
"Nariño","Nariño","ANTONIO GALÁN",1.2017805,-77.3314939
"Cundinamarca","Bogotá D.C.","ANTONIO NARIÑO",4.5871641,-74.1028491
"Valle del Cauca","Cali","ANTONIO NARIÑO",3.4149373,-76.5011286
"Antioquia","Medellín","ANTONIO NARIÑO",6.258274,-75.6200813
"Nariño","Nariño","ANTONIO NARIÑO",4.6345243,-74.0962891
"Atlántico","Soledad","ANTONIO NARIÑO",10.9112492,-74.7889294
"Norte de Santander","Villa del Rosario","ANTONIO NARIÑO",7.843334,-72.4763384
"Valle del Cauca","Cali","ANTONIO NASRIÑO",3.4149373,-76.5011286
"Santander","Bucaramanga","ANTONIO SANTO",7.1225858,-73.1221491
"Santander","Bucaramanga","ANTONIO SANTOS",7.12295,-73.1194703
"Cundinamarca","Bogotá D.C.","ANTONIO",4.6252862,-74.091
"Santander","Bucaramanga","ANTONIO",7.11574975,-73.12112735
"Valle del Cauca","Cali","ANTONIO",3.448069,-76.5394302
"Bolivar","Cartagena","ANTONIO",10.396077,-75.4903616
"Arauca","Arauca","APURE",7.5205971,-67.0793438
"Cundinamarca","Bogotá D.C.","ARABIA",4.6785394,-74.13293755
"Antioquia","Medellín","ARAJUEZ",6.28306,-75.56748
"Nariño","Nariño","ARANDA 3",4.6020278,-74.1142608
"Nariño","Nariño","ARANDA",1.2277757,-77.2731544
"Antioquia","Medellín","ARANJUEZ",6.28306,-75.56748
"Antioquia","Medellín","ARAUCARIAS 2",6.3525632,-75.5613053
"Arauca","Arauca","ARAUCO",7.0812454,-70.7608271
"Cundinamarca","Bogotá D.C.","ARBOLEDA",4.6356498,-74.18152155
"Norte de Santander","Cúcuta","ARBOLEDA",7.8707129,-72.50208835
"Nariño","Nariño","ÁRBOLES",1.42051755,-77.14676395
"Cundinamarca","Bogotá D.C.","ARBOLIZADORA ALTA",4.5719339,-74.1555581
"Cundinamarca","Bogotá D.C.","ARBOLIZADORA",4.5719339,-74.1555581
"Cundinamarca","Bogotá D.C.","ARBORIZADORA ALTA",4.5719546,-74.1575675
"Cundinamarca","Bogotá D.C.","ARBORIZADORA",4.5719339,-74.1555581
"La Guajira","Riohacha","AREMASAIN",11.5470285,-72.9083871
"Bolivar","Cartagena","ARENAL",8.45917,-73.9428032
"Santander","Bucaramanga","ARENALES",7.054412,-73.16966325
"Atlántico","Otros","ARENOSA",10.7781088,-74.85370045
"Cundinamarca","Bogotá D.C.","ARGELIA",4.6088745,-74.142319
"Cundinamarca","Bogotá D.C.","ARGENTINA",4.68399885,-74.05007805
"Cundinamarca","Bogotá D.C.","ARISMENDI",4.6494516,-74.1263584
"Bolivar","Cartagena","ARJONA",10.25419945,-75.3434254
"Bolivar","Cartagena","ARMENIA",10.4059472,-75.508016
"Nariño","Nariño","ARNOLFO GUERRERO",1.20878055,-77.2773549
"Norte de Santander","Cúcuta","ARNULFO BRICEÑO",7.8976537,-72.4856222
"Nariño","Nariño","ARNULFO GUERRERO",1.1999989,-77.2518998
"Arauca","Arauca","ARRIBA",4.6561016,-74.06720555
"Atlántico","Otros","ARRIBA",4.65211965,-74.0722604
"La Guajira","Riohacha","ARRIBA",11.5384151,-72.91048935
"La Guajira","Riohacha","ARROYO GUERRERO",11.5166635,-72.9733285
"Bolivar","Cartagena","ARROZ BARATO",10.357071,-75.4930918
"Cundinamarca","Bogotá D.C.","ASIVAN",4.6622413,-74.0624313
"Valle del Cauca","Cali","ASTURIAS",3.4379925,-76.50149
"Cundinamarca","Bogotá D.C.","ASUNCIÓN",4.6020072,-74.10343085
"Cundinamarca","Bogotá D.C.","ATAHUALPA",4.6881083,-74.14662535
"Nariño","Nariño","ATAHUALPA",1.20496375,-77.28145475
"Norte de Santander","Cúcuta","ATALAYA",7.9053912,-72.5219617
"Norte de Santander","Los Patios","ATALAYA",7.9042021,-72.5179232
"Norte de Santander","Villa del Rosario","ATALAYA",7.9053912,-72.5219617
"Valle del Cauca","Cali","ATANACIO GIRARDOT",3.4451519,-76.5076335
"Cundinamarca","Bogotá D.C.","AURE DE SUBA",4.7327232,-74.0968336
"Cundinamarca","Bogotá D.C.","AURES II",4.73423525,-74.10211565
"Cundinamarca","Bogotá D.C.","AURES",4.733552,-74.0976979
"Antioquia","Medellín","AURES",6.2918346,-75.5960745
"Cundinamarca","Bogotá D.C.","AURORA",4.52210355,-74.120793
"Antioquia","Medellín","AURORA",6.2801235,-75.6045269
"Nariño","Nariño","AV LA FERREA",1.2267195,-77.2824153
"Nariño","Nariño","AV PANAMERICANA",1.2186906,-77.2883413
"Nariño","Nariño","AV TUMACO",1.8054092,-78.7663139
"Cundinamarca","Bogotá D.C.","AVENIDA CALI",4.6627219,-74.133144
"Nariño","Nariño","AVENIDA COLOMBIA",1.2081325,-77.2724086
"Magdalena","Santa Marta","AVENIDA DEL RIO",11.2322486,-74.1928897
"Magdalena","Santa Marta","AVENIDA DEL RÍO",11.23225345,-74.18798295
"Nariño","Nariño","AVENIDA FERRE",4.5880472,-74.1078071
"Nariño","Nariño","AVENIDA FERREA",1.7975041,-78.77035435
"Nariño","Nariño","AVENIDA FERRIA",1.22984795,-77.27464905
"La Guajira","Maicao","AVENIDA GALÁN",11.37896825,-72.2374856
"Nariño","Nariño","AVENIDA LA PLAYA",1.2564558,-77.280753
"Santander","Bucaramanga","BABARIA II",7.15027505,-73.1376048
"Cundinamarca","Bogotá D.C.","BABILONIA",4.7421411,-74.0325827
"Cundinamarca","Bogotá D.C.","BACHUE",4.71538915,-74.10281005
"Cundinamarca","Bogotá D.C.","BACHUÉ",4.7155355,-74.1027469
"Cundinamarca","Bogotá D.C.","BACHUEL",4.71312845,-74.1028785
"Magdalena","Santa Marta","BAHIA CONCHA",11.29184,-74.1464699
"Valle del Cauca","Cali","BAJO AGUACATAL",3.45913445,-76.55075185
"Atlántico","Barranquilla","BAJO CARRIZAL",10.9366759,-74.80546065
"Cundinamarca","Bogotá D.C.","BAJO MANANTIAL",4.64080645,-74.1311847
"Nariño","Nariño","BAJO PORCHAT",4.6304207,-74.08251735
"Valle del Cauca","Cali","BAJOS DE AGUACATAL",3.459144,-76.55064865
"Valle del Cauca","Cali","BAJOS DE CORDOBA",3.4029874,-76.5014617
"Cundinamarca","Soacha","BALCANES",4.5919888,-74.1835241
"Santander","Bucaramanga","BALCON DE ALARES",7.0937885,-73.0908078
"Nariño","Nariño","BALCÓN DE LA FRONTERA",1.2100171,-77.2904259
"Santander","Bucaramanga","BALCONES DE ALARES",7.086555,-73.1099872
"Nariño","Nariño","BALCONES DE LA FRONTERA",0.8382523,-77.6782376
"Santander","Bucaramanga","BALCONES DEL SUR",7.0778633,-73.1204349
"Santander","Bucaramanga","BALCONES",7.121162,-73.11090115
"Nariño","Nariño","BALCONES",1.21512205,-77.2813877
"Cundinamarca","Bogotá D.C.","BALZA",4.6016886,-74.0718853
"Nariño","Nariño","BAMBUYACO",1.289151,-77.35794
"Cundinamarca","Bogotá D.C.","BARANDILLA",4.67957395,-74.07789955
"Cundinamarca","Bogotá D.C.","BARANDILLAS",5.02076065,-73.96810595
"Nariño","Nariño","BARBARA",1.2524202,-77.3317541
"Valle del Cauca","Cali","BARBERENA",3.43517645,-76.50891395
"Atlántico","Barranquilla","BARLOVENTO",10.9888655,-74.7772281
